SASKEN TECHNOLOGIES LTD,SASKEN,45
SATIA INDUSTRIES LIMITED,SATIA,55
SHIVALIK BIMETAL CON. LTD,SBCL,55
SBFC FINANCE LIMITED,SBFC,60
SBI CARDS & PAY SER LTD,SBICARD,70
SBI LIFE INSURANCE CO LTD,SBILIFE,70
STATE BANK OF INDIA,SBIN,70
SCHAEFFLER INDIA LIMITED,SCHAEFFLER,60
SHIPPING CORP OF INDIA LT,SCI,55
SEAMEC LIMITED,SEAMECLTD,50
SESHASAYEE PAPER & BOARDS,SESHAPAPER,50
SBI-ETF NIFTY 50,SETFNIF50,65
SHEELA FOAM LIMITED,SFL,55
SHALBY LIMITED,SHALBY,60
SHALIM PAINTS LTD,SHALPAINTS,50
SHANKARA BLDG PRODUCT LTD,SHANKARA,55
SHANTHI GEARS LTD,SHANTIGEAR,55
SHARDA CROPCHEM LTD.,SHARDACROP,55
SHILPA MEDICARE LTD,SHILPAMED,60
S H KELKAR AND CO. LTD.,SHK,50
SHOPPERS STOP LIMITED,SHOPERSTOP,60
SHREE CEMENT LIMITED,SHREECEM,70
SHRIRAM FINANCE LIMITED,SHRIRAMFIN,65
SHRIRAM PROPERTIES LTD,SHRIRAMPPS,50
SHYAM METALICS AND ENGY L,SHYAMMETL,35
SIEMENS LTD,SIEMENS,65
SIGACHI INDUSTRIES LTD,SIGACHI,55
SIS LIMITED,SIS,55
SJS ENTERPRISES LIMITED,SJS,55
SJVN LTD,SJVN,55
SKF INDIA LTD,SKFINDIA,60
SMC GLOBAL SECURITIES LTD,SMCGLOBAL,45
SML ISUZU LIMITED,SMLISUZU,40
SOBHA LIMITED,SOBHA,60
SOMANY CERAMICS LIMITED,SOMANYCERA,50
SONA BLW PRECISION FRGS L,SONACOMS,60
SONATA SOFTWARE LTD,SONATSOFTW,60
SAVITA OIL TECHNOLO. LTD,SOTL,60
SPANDANA SPHOORTY FIN LTD,SPANDANA,55
SUN PHARMA ADV.RES.CO.LTD,SPARC,50
SRF LTD,SRF,70
SREE RAYALSEEMA HHP LTD.,SRHHYPOLTD,50
STEEL STRIPS WHEELS LTD.,SSWL,35
STRIDES PHARMA SCI LTD,STAR,55
STAR CEMENT LIMITED,STARCEMENT,65
STAR HEALTH & AL INS CO L,STARHEALTH,45
STERLITE TECHNOLOGIES LTD,STLTECH,60
STOVE KRAFT LIMITED,STOVEKRAFT,45
STYLAM INDUSTRIES LIMITED,STYLAMIND,30
SUBEX LTD,SUBEXLTD,60
SUDARSHAN CHEMICAL INDS L,SUDARSCHEM,60
SULA VINEYARDS LIMITED,SULA,45
SUMITOMO CHEM INDIA LTD,SUMICHEM,60
SUNDARAM FINANCE LTD,SUNDARMFIN,60
SUNDRAM FASTENERS LTD,SUNDRMFAST,55
SUN PHARMACEUTICAL IND L,SUNPHARMA,70
SUNTECK REALTY LIMITED,SUNTECK,60
SUN TV NETWORK LIMITED,SUNTV,65
SUPRAJIT ENGINEERING LTD,SUPRAJIT,45
SUPREME INDUSTRIES LTD,SUPREMEIND,60
SURYA ROSHNI LTD,SURYAROSNI,60
SURYODAY SMALL FIN BK LTD,SURYODAY,35
SUVEN PHARMACEUTICALS LTD,SUVENPHAR,60
SYMPHONY LIMITED,SYMPHONY,45
SYNGENE INTERNATIONAL LTD,SYNGENE,70
TAJ GVK HOTELS & RESORTS,TAJGVK,45
TANLA PLATFORMS LIMITED,TANLA,60
TARSONS PRODUCTS LIMITED,TARSONS,55
TATA CHEMICALS LTD,TATACHEM,65
TATA COMMUNICATIONS LTD,TATACOMM,70
TATA CONSUMER PRODUCT LTD,TATACONSUM,70
TATA ELXSI LIMITED,TATAELXSI,45
TATA MOTORS LIMITED,TATAMOTORS,70
TATA POWER CO LTD,TATAPOWER,65
TATA STEEL LIMITED,TATASTEEL,70
TRANSPORT CORPN OF INDIA,TCI,55
TCI EXPRESS LIMITED,TCIEXP,55
TATA CONSULTANCY SERV LT,TCS,70
TD POWER SYSTEMS LTD.,TDPOWERSYS,35
TEAMLEASE SERVICES LTD.,TEAMLEASE,60
TECH MAHINDRA LIMITED,TECHM,70
TEGA INDUSTRIES LIMITED,TEGA,65
TEXMACO RAIL & ENG. LTD.,TEXRAIL,55
THERMAX LTD,THERMAX,60
THOMAS COOK (INDIA) LTD,THOMASCOOK,40
TECHNOCRAFT IND LTD,TIIL,55
TUBE INVEST OF INDIA LTD,TIINDIA,60
TIME TECHNOPLAST LTD.,TIMETECHNO,40
TIMKEN INDIA LTD.,TIMKEN,60
THIRUMALAI CHEMICALS LTD,TIRUMALCHM,55
TITAGARH RAIL SYSTEMS LTD,TITAGARH,50
TITAN COMPANY LIMITED,TITAN,70
TAMILNADU PETROPRODUCTS L,TNPETRO,60
TAMILNADU NEWSPRT & PAPER,TNPL,55
TORRENT PHARMACEUTICALS L,TORNTPHARM,70
TORRENT POWER LTD,TORNTPOWER,60
TRANSWORLD SHIP LINES LTD,TRANSWORLD,50
TRIVENI TURBINE LIMITED,TRITURBINE,50
TRIVENI ENGG. & INDS. LTD,TRIVENI,55
TTK PRESTIGE LTD,TTKPRESTIG,60
TVS MOTOR COMPANY LTD,TVSMOTOR,70
TV TODAY NETWORK LTD,TVTODAY,55
UNITED BREWERIES LTD,UBL,70
UCO BANK,UCOBANK,50
UFLEX LIMITED,UFLEX,50
UJJIVAN SMALL FINANC BANK,UJJIVANSFB,50
ULTRATECH CEMENT LIMITED,ULTRACEMCO,70
UNICHEM LABORATORIES LTD,UNICHEMLAB,55
UNITED DRILLING TOOLS LTD,UNIDT,50
UNION BANK OF INDIA,UNIONBANK,60
UNITED SPIRITS LIMITED,UNITDSPR,70
UNO MINDA LIMITED,UNOMINDA,60
UPL LIMITED,UPL,65
USHA MARTIN LTD.,USHAMART,50
UTI ASSET MNGMT CO LTD,UTIAMC,60
UTKARSH SMALL FIN BANK L,UTKARSHBNK,60
VADILAL INDUSTRIES LTD,VADILALIND,50
VAIBHAV GLOBAL LIMITED,VAIBHAVGBL,55
VALIANT ORGANICS LIMITED,VALIANTORG,50
VARROC ENGINEERING LTD.,VARROC,55
VARUN BEVERAGES LIMITED,VBL,60
VEDANTA LIMITED,VEDL,45
VENKY S (INDIA) LIMITED,VENKEYS,45
VENUS PIPES & TUBES LTD,VENUSPIPES,35
VESUVIUS INDIA LTD,VESUVIUS,45
V-GUARD IND LTD.,VGUARD,60
VIJAYA DIAGNOSTIC CEN LTD,VIJAYA,45
VINATI ORGANICS LTD,VINATIORGA,60
VIP INDUSTRIES LTD,VIPIND,60
VISAKA INDUSTRIES LIMITED,VISAKAIND,50
VMART RETAIL LTD,VMART,45
VOLTAMP TRANSFORMERS LTD,VOLTAMP,40
VOLTAS LTD,VOLTAS,65
VRL LOGISTICS LIMITED,VRLLOG,55
VST INDUSTRIES LTD,VSTIND,35
VST TILLERS TRACTORS LTD,VSTTILLERS,55
VARDHMAN TEXTILES LIMITED,VTL,60
WELSPUN CORP LIMITED,WELCORP,60
WELSPUN ENTERPRISES LTD.,WELENT,60
WELSPUN LIVING LIMITED,WELSPUNLIV,55
WESTLIFE FOODWORLD LTD,WESTLIFE,55
WHIRLPOOL OF INDIA LTD,WHIRLPOOL,50
WIPRO LTD,WIPRO,70
WONDERLA HOLIDAYS LTD.,WONDERLA,65
WEST COAST PAPER MILLS LT,WSTCSTPAPR,50
YES BANK LIMITED,YESBANK,50
ZEE ENTERTAINMENT ENT LTD,ZEEL,35
ZENSAR TECHNOLOGIES LTD,ZENSARTECH,50
ZF COM VE CTR SYS IND LTD,ZFCVINDIA,45
ZOMATO LIMITED,ZOMATO,60
ZYDUS LIFESCIENCES LTD,ZYDUSLIFE,70
ZYDUS WELLNESS LIMITED,ZYDUSWELL,60
